material_id,formula,wyckoff,bandgap_pred_n0,bandgap_ale_n0,bandgap_target
mp-1213080,Cs2 Nb2 Cl12,A6BC_pearson_15_3f_e_c:Cl-Cs-Nb,1.929,0.1875,2.3321
wbm-2-35132,K5 Bi1 O5,AB5C5_pearson_5_a_b2c_a2c:Bi-K-O,1.1314,0.112,0.82
wbm-1-32171,As2 N2 O2,ABC_pearson_24_a_b_c:As-N-O,2.0531,0.2142,1.93
mp-1307768,Li4 Mn4 C8 O24,A2BCD6_pearson_2_i_b_e_3i:C-Li-Mn-O,1.774,0.4428,0.9214
mp-19903,V2 Pb3 O8,A8B3C2_pearson_5_4c_ac_c:O-Pb-V,3.2942,0.1299,2.9795
wbm-1-38738,Er2 Ga2 O6,ABC3_pearson_74_e_a_eg:Er-Ga-O,2.8301,0.0881,3.41
mp-1201853,Sr4 C12 O28,A3B7C_pearson_14_3e_7e_e:C-O-Sr,0.8237,0.3539,0.6621
mp-1211994,K2 V2 S2 O18,AB9CD_pearson_4_a_9a_a_a:K-O-S-V,2.4119,0.6859,0.6248
wbm-5-15393,Pr1 Ni1 O4,AB4C_pearson_2_b_2i_e:Ni-O-Pr,0.4915,0.0441,0.45
wbm-2-36908,Mn3 S1 O8,A3B8C_pearson_1_3a_8a_a:Mn-O-S,0.252,0.0631,0.1
mp-8993,Sm8 S8 O4,AB2C2_pearson_14_e_2e_2e:O-S-Sm,2.466,0.0653,2.4438
mp-766379,Li8 V4 Si6 O20,A4B10C3D2_pearson_15_2f_5f_ef_f:Li-O-Si-V,0.1921,0.1925,1.421
mp-754343,Li3 Co2 Sb1 O6,A2B3C6D_pearson_12_i_ai_3i_c:Co-Li-O-Sb,0.2232,0.115,0.5622
mp-1017533,Y2 N2,AB_pearson_194_c_a:N-Y,0.951,0.067,0.2059
mp-1111571,K2 Tl1 Rh1 F6,A6B2CD_pearson_225_e_c_a_b:F-K-Rh-Tl,1.9795,0.0765,2.0029
wbm-1-15460,Ba1 Tb1 F5,AB5C_pearson_123_c_ai_b:Ba-F-Tb,6.2606,0.1253,6.47
mp-1313679,Li4 Ti4 Co4 O16,ABC4D_pearson_15_a_e_2f_c:Co-Li-O-Ti,1.4022,0.1429,1.8244
wbm-1-10613,Rb2 Ge1 Cl6,A6BC2_pearson_225_e_a_c:Cl-Ge-Rb,1.8463,0.1751,2.06
wbm-5-6667,Tm1 In1 F6,A6BC_pearson_225_e_a_b:F-In-Tm,5.3865,0.1298,5.65
wbm-1-50418,Hf3 S1 Br7,A7B3C_pearson_8_3a2b_ab_a:Br-Hf-S,0.4448,0.0553,0.35
wbm-1-23647,K2 Li4 Sb2,AB2C_pearson_59_a_e_b:K-Li-Sb,0.9477,0.0631,0.88
wbm-1-7670,Na2 Cu2 C2 O6,ABCD3_pearson_67_g_c_g_gm:C-Cu-Na-O,1.3722,0.107,1.69
mp-1097322,Li2 Ge1 Pt1,AB2C_pearson_71_a_e_b:Ge-Li-Pt,0.229,0.1354,0.028
mp-1178369,Cu1 Ni1 O2,ABC2_pearson_12_a_c_i:Cu-Ni-O,0.672,0.1093,0.0323
mp-649033,Sr10 In4 Sb12,A2B6C5_pearson_55_h_g2h_a2g:In-Sb-Sr,0.1125,0.0271,0.0678
mp-1080076,Sr2 N1 O6,AB6C2_pearson_189_a_fg_c:N-O-Sr,0.7238,0.7489,0.2286
wbm-1-23092,K1 La1 Se2,ABC2_pearson_166_a_b_c:K-La-Se,2.3002,0.0471,2.31
mp-505440,Sr8 Fe12 O26,A6B13C4_pearson_45_3c_a6c_2c:Fe-O-Sr,1.7352,0.0825,0.0578
wbm-3-36420,Sr1 Li2 Nb2 O7,A2B2C7D_pearson_44_c_c_a3c_b:Li-Nb-O-Sr,2.3885,0.1133,1.88
mp-1219782,Rb4 Cu2 Br2 Cl6,AB3CD2_pearson_41_a_ab_a_2a:Br-Cl-Cu-Rb,1.0276,0.185,0.3482
wbm-1-22515,K4 Sr2 Cd2 As4,A2BC2D_pearson_26_ab_a_ab_b:As-Cd-K-Sr,0.0945,0.0422,0.25
wbm-4-5704,Ca2 Yb2 As2,ABC_pearson_139_e_c_e:As-Ca-Yb,0.0396,0.0326,0.01
wbm-3-54778,Ba2 Ce1 Se1 O6,A2BC6D_pearson_148_c_a_f_b:Ba-Ce-O-Se,1.1477,0.1454,1.21
mp-672251,Cs4 Ga4 Br16,A4BC_pearson_62_2cd_c_c:Br-Cs-Ga,3.4695,0.0919,3.3567
wbm-2-6856,Dy2 Br6,A3B_pearson_148_f_c:Br-Dy,4.2507,0.0745,4.28
wbm-3-53137,Ca2 Fe1 Bi1 O6,AB2CD6_pearson_87_a_d_b_eh:Bi-Ca-Fe-O,0.4796,0.146,0.56
wbm-1-20747,Cs1 Na1 H4 S1 O5,AB4CD5E_pearson_8_a_2ab_a_3ab_a:Cs-H-Na-O-S,4.4201,0.0907,4.06
wbm-2-10281,Rh2 Cl6,A3B_pearson_176_h_c:Cl-Rh,0.1499,0.0348,0.37
mp-761755,Li4 Cu4 P12 O36,ABC9D3_pearson_62_c_c_3c3d_cd:Cu-Li-O-P,0.8372,0.2178,0.1025
mp-1020611,Sr4 Ge8 B8 O32,A2B2C8D_pearson_62_d_d_2c3d_c:B-Ge-O-Sr,3.5769,0.1969,3.8295
wbm-1-6849,Na2 Zn1 C2 O6,A2B2C6D_pearson_148_c_c_f_a:C-Na-O-Zn,3.5228,0.0903,3.55
wbm-4-28127,Cs1 Np1 W2 O8,ABC8D2_pearson_164_a_b_di_d:Cs-Np-O-W,0.0083,0.0173,0.19
mp-505222,Cd4 In4 Br12,A3BC_pearson_62_3c_c_c:Br-Cd-In,2.2382,0.1056,2.2578
mp-756411,Li24 Ni4 O16,A6BC4_pearson_59_2ag_b_ef:Li-Ni-O,2.1423,0.1609,2.8388
mp-760920,Li12 Co4 O8 F4,ABC3D2_pearson_58_g_g_3g_2g:Co-F-Li-O,1.4501,0.0859,1.6628
mp-1209165,Sb2 C4 N4 F10,A2B5C2D_pearson_20_2a_a2c_2a_a:C-F-N-Sb,2.6718,0.3528,4.7262
mp-504498,K4 Cd2 Pb2,AB2C_pearson_40_a_2b_b:Cd-K-Pb,0.072,0.0306,0.0295
wbm-2-34763,K2 Ir2 O8,ABC4_pearson_88_a_b_f:Ir-K-O,0.0712,0.0498,0.24
mp-1176484,Na8 Fe4 O12,AB2C3_pearson_70_e_2e_fh:Fe-Na-O,1.954,0.1883,0.1897
wbm-1-24444,Li5 Bi1 S1,AB5C_pearson_123_c_ai_b:Bi-Li-S,1.3813,0.0767,0.35
wbm-2-36614,Rb1 Fe1 Se2 O8,AB8CD2_pearson_2_b_4i_d_i:Fe-O-Rb-Se,1.4736,0.1691,2.34
mp-850190,Li4 Ti1 Te3 O12,A4B12C3D_pearson_3_abcd_6e_abc_d:Li-O-Te-Ti,1.4783,0.1186,1.6475
mp-1212015,K18 Ce2 P8 S32,AB9C4D16_pearson_15_e_e4f_2f_8f:Ce-K-P-S,0.2204,0.0826,0.3421
wbm-3-7986,Pr2 Zn1 B2 O6,A2B6C2D_pearson_12_i_ij_i_a:B-O-Pr-Zn,0.4798,0.0971,0.33
mp-1210824,Mn2 Cu4 Si2 Se8,A2BC4D_pearson_31_b_a_2ab_a:Cu-Mn-Se-Si,0.2529,0.1218,0.4551
mp-1223489,K4 P4 H8 O16,A2BC4D_pearson_7_4a_2a_8a_2a:H-K-O-P,4.94,0.0967,5.5939
wbm-5-18676,Er2 S2 I2,ABC_pearson_59_b_a_a:Er-I-S,2.7713,0.0474,2.72
mp-1245565,Mg6 Fe2 N6,AB3C3_pearson_11_e_3e_3e:Fe-Mg-N,0.0886,0.0869,0.008
mp-559605,Si6 O12,A2B_pearson_166_def_h:O-Si,4.7752,0.1437,3.6781
mp-505464,Cs8 Te52,A2B13_pearson_57_cd_d6e:Cs-Te,0.8812,0.0796,0.4848
mp-1214114,C2 S2 N2 Cl4 F10,AB2C5DE_pearson_2_i_2i_5i_i_i:C-Cl-F-N-S,3.8509,0.2348,4.0568
wbm-3-55837,Eu2 Nb2 O7,A2B2C7_pearson_12_h_i_aij:Eu-Nb-O,0.1593,0.0305,0.15
mp-757040,Li4 Cr4 P4 O16,ABC4D_pearson_33_a_a_4a_a:Cr-Li-O-P,2.5415,0.1183,2.6133
mp-559767,Li4 As4 O12,ABC3_pearson_15_f_2e_3f:As-Li-O,3.6602,0.0799,2.9619
mp-556717,Tl3 Ga9 S13 O2,A9B2C13D3_pearson_174_jl_i_ajkl_bcd:Ga-O-S-Tl,1.8989,0.0815,2.2101
wbm-1-25016,Li2 Rh2 F8,A4BC_pearson_15_2f_e_c:F-Li-Rh,0.7581,0.1377,0.95
wbm-1-48771,Sr1 Cu2 S2,A2B2C_pearson_139_d_e_a:Cu-S-Sr,1.3501,0.1352,1.05
mp-772180,Lu6 Sc6 O18,AB3C_pearson_185_ab_ab2c_c:Lu-O-Sc,3.1754,0.0619,3.0863
mp-1214458,Ba4 Al4 Cd4 F28,ABCD7_pearson_15_f_f_ae_7f:Al-Ba-Cd-F,4.8835,0.0964,5.0553
mp-1179768,Rb2 Pd1,AB2_pearson_166_a_c:Pd-Rb,0.4144,0.1345,0.8152
mp-1276717,Li8 Cr4 O8,AB2C2_pearson_2_i_2i_2i:Cr-Li-O,2.1328,0.5968,2.221
wbm-1-31740,Dy2 N2 Cl2,ABC_pearson_12_i_i_i:Cl-Dy-N,1.4189,0.103,1.39
wbm-1-14411,Cs2 Cu2 Te2,ABC_pearson_194_a_c_d:Cs-Cu-Te,0.5983,0.0689,0.55
wbm-1-26389,Li1 Tm1 Se2,AB2C_pearson_164_a_d_b:Li-Se-Tm,1.6146,0.0352,1.59
mp-974667,Rb4 H4 C4 O10,A2B2C5D2_pearson_15_f_f_e2f_f:C-H-O-Rb,3.5453,0.2659,3.4389
mp-1705,Sb4 O10,A5B2_pearson_15_e2f_f:O-Sb,1.0538,0.3894,0.7918
mp-1315819,Li2 Mn2 Co6 O16,A3BCD8_pearson_2_af2i_i_bd_8i:Co-Li-Mn-O,0.281,0.1498,1.3092
wbm-1-24910,Li2 Cu2 I8,AB4C_pearson_14_a_2e_d:Cu-I-Li,0.0544,0.0212,0.02
mp-760056,Na4 Li2 Mn2 P10 O30,ABC2D15E5_pearson_11_e_a_f_3e6f_e2f:Li-Mn-Na-O-P,2.725,0.4977,3.4377
wbm-1-43955,V4 Cl12 O4,A3BC_pearson_113_ef_e_e:Cl-O-V,0.9893,0.1196,2.05
mp-776565,Li4 Fe2 O4 F2,ABC2D2_pearson_12_i_g_adh_j:F-Fe-Li-O,1.0344,0.6808,2.2029
wbm-5-6659,Nd1 In1 F6,A6BC_pearson_225_e_a_b:F-In-Nd,5.73,0.1278,5.83
mp-761686,Na8 Bi4 O12,AB2C3_pearson_15_2e_cef_3f:Bi-Na-O,0.5182,0.3023,1.1876
wbm-2-4424,Cs2 As2 Se6,ABC3_pearson_71_g_e_fl:As-Cs-Se,0.835,0.0839,0.53
wbm-3-22837,K2 Hf1 F6,A6BC2_pearson_162_k_a_d:F-Hf-K,7.0382,0.1385,7.05
mp-1228419,Ba2 La8 Co10 O30,AB5C4D15_pearson_15_e_a2f_2f_e7f:Ba-Co-La-O,0.2343,0.2354,0.2804
mp-1232107,Er8 Mg4 S16,A2BC4_pearson_62_2c_c_4c:Er-Mg-S,2.0615,0.0806,1.9423
wbm-2-29313,Ba4 Ag2 N2,AB2C_pearson_63_c_2c_c:Ag-Ba-N,0.0934,0.0464,0.15
wbm-3-57573,Ca4 Zn2 P4,A2B2C_pearson_36_2a_2a_a:Ca-P-Zn,1.2398,0.08,1.03
mp-1205999,Rb3 Tm1 F6,A6B3C_pearson_139_ei_bd_a:F-Rb-Tm,5.223,0.0798,5.2725
wbm-1-16094,K2 Na1 Sm1 F6,A6B2CD_pearson_225_e_c_a_b:F-K-Na-Sm,6.1661,0.1165,6.1
mp-863374,Bi4 Te4 O16,AB4C_pearson_9_2a_8a_2a:Bi-O-Te,2.9029,0.054,2.2396
mp-2490,Ga1 P1,AB_pearson_216_a_c:Ga-P,1.1032,0.1964,1.6843
wbm-3-52936,Ba2 Al1 Sb1 O6,AB2C6D_pearson_225_a_c_e_b:Al-Ba-O-Sb,1.7155,0.1242,1.07
mp-1192650,V4 Fe2 Ag6 O16,A3BC8D2_pearson_15_ef_a_4f_f:Ag-Fe-O-V,0.9778,0.3265,1.6201
wbm-2-22961,K4 Te4 Pd2,A2BC2_pearson_55_g_a_h:K-Pd-Te,0.8167,0.0604,0.69
mp-23024,Sr2 Br2 F2,ABC_pearson_129_c_a_c:Br-F-Sr,4.8782,0.0776,5.0036
mp-1189398,K2 U2 Si2 O14,AB7CD_pearson_4_a_7a_a_a:K-O-Si-U,0.9968,0.2464,0.5773
mp-755189,Fe2 O2,AB_pearson_194_a_c:Fe-O,1.073,0.461,1.0507
wbm-4-12271,Pa4 Fe4 As4,ABC_pearson_62_c_c_c:As-Fe-Pa,0.1026,0.0428,0.28
mp-643378,Cu1 H4 Pb2 Cl2 O4,A2BC4D4E2_pearson_99_ab_a_d_d_c:Cl-Cu-H-O-Pb,1.6529,0.3163,0.2454
mp-1222331,Li1 Y1 Mo2 O8,AB2C8D_pearson_82_a_bc_2g_d:Li-Mo-O-Y,3.2224,0.0889,3.225
mp-1220901,Na1 Sm3 Ti2 Sb2 O14,AB14C2D3E2_pearson_12_a_3i2j_f_ce_bd:Na-O-Sb-Sm-Ti,2.3152,0.0591,2.3162
mp-1200663,Cu4 H24 N16 O20,AB6C4D5_pearson_15_f_6f_4f_5f:Cu-H-N-O,0.4436,0.102,0.0378
mp-4816,La12 Ga12 S36,ABC3_pearson_14_3e_3e_9e:Ga-La-S,2.0587,0.0832,2.2014
wbm-3-37186,Cs2 Li2 Cd2 O4,ABCD2_pearson_12_i_i_i_2i:Cd-Cs-Li-O,1.7371,0.0989,1.63
wbm-5-7050,Fe1 Si1 F6,A6BC_pearson_71_el_a_b:F-Fe-Si,4.0788,0.1703,4.13
mp-697873,Sn4 H4 C8 O12,A2BC3D_pearson_12_2j_j_2i2j_gi:C-H-O-Sn,2.8489,0.119,2.1837
wbm-4-26000,Ba2 Dy1 U1 O6,A2BC6D_pearson_87_d_a_eh_b:Ba-Dy-O-U,0.8058,0.035,0.76
mp-1213222,Cu2 Ag4 P8 O24,A2BC12D4_pearson_15_f_e_2e5f_2f:Ag-Cu-O-P,1.9753,0.1444,0.3957
mp-10648,Yb2 Se2,AB_pearson_194_c_d:Se-Yb,0.8394,0.4437,2.2566
wbm-2-34216,Rb2 P2 O6,A3BC_pearson_148_f_c_c:O-P-Rb,3.9508,0.5223,2.26
wbm-1-42823,Sr2 Pu1 Sb1 O6,A6BCD2_pearson_225_e_a_b_c:O-Pu-Sb-Sr,0.088,0.0473,0.01
wbm-3-45264,Ca2 Ta2 N2 O4,ABC2D_pearson_108_b_a_c_a:Ca-N-O-Ta,2.1803,0.1672,1.63
mp-1195722,Al2 H4 Pb6 O2 F18,AB9C2DE3_pearson_2_i_9i_2i_i_3i:Al-F-H-O-Pb,4.5383,0.1043,4.6703
wbm-1-5252,Nd2 B2 O6,ABC3_pearson_167_a_b_e:B-Nd-O,4.7246,0.0903,4.75
mp-3335,Sm4 Ti4 O14,A7B2C2_pearson_227_af_c_d:O-Sm-Ti,2.7472,0.1667,2.8216
mp-1274024,Rb8 Co4 O12,AB3C2_pearson_8_4a_4a4b_4b:Co-O-Rb,0.2659,0.1375,0.2422
mp-674537,Ba2 Bi6 O11,A2B6C11_pearson_12_i_3i_a5i:Ba-Bi-O,1.6265,0.1198,1.7707
mp-557658,Rb2 Zn2 B2 P4 O16,AB8C2DE_pearson_2_i_8i_2i_i_i:B-O-P-Rb-Zn,4.2622,0.6518,4.8807
mp-758247,Li12 Cr4 Si8 O28,AB3C7D2_pearson_62_a_cd_c3d_d:Cr-Li-O-Si,2.5578,0.463,3.2103
mp-1111047,Rb2 Rh1 Au1 F6,AB6C2D_pearson_225_a_e_c_b:Au-F-Rb-Rh,0.6138,0.1159,0.7776
mp-771911,Ni12 P8 O32,A3B8C2_pearson_14_3e_8e_2e:Ni-O-P,3.3681,0.165,3.3565
wbm-1-36984,P2 O4 F2,AB2C_pearson_9_a_2a_a:F-O-P,6.1216,0.2631,3.83
mp-1111658,K2 Li1 Tl1 F6,A6B2CD_pearson_225_e_c_a_b:F-K-Li-Tl,3.5526,0.2523,3.5027
mp-558023,Rb4 Sb8 O22,A11B2C4_pearson_12_g4i3j_2i_2ij:O-Rb-Sb,1.8276,0.154,1.8332
wbm-4-27968,Zr1 Al2 As2 O7,A2B2C7D_pearson_5_c_c_a3c_b:Al-As-O-Zr,3.6565,0.1076,1.67
wbm-5-7232,Yb1 W1 F6,A6BC_pearson_148_f_a_b:F-W-Yb,4.6301,0.129,3.74
wbm-5-2127,Lu2 As2 Se2,ABC_pearson_129_a_c_c:As-Lu-Se,0.0478,0.019,0.01
mp-1520190,Ba1 Ce1 In1 Sb1 O6,ABCD6E_pearson_216_c_a_d_f_b:Ba-Ce-In-O-Sb,1.4783,0.1813,0.3105
mp-1173145,Sr2 Pr2 Ga2 Cu2 O10,ABC5DE_pearson_9_a_a_5a_a_a:Cu-Ga-O-Pr-Sr,0.0279,0.0181,0.1591
mp-1197851,Tb4 Mo6 O24,A3B12C2_pearson_113_ae_2e2f_e:Mo-O-Tb,3.4065,0.0874,3.5874
wbm-1-36973,K2 Te2 O4 F2,ABC2D_pearson_11_e_e_f_e:F-K-O-Te,2.9793,0.1057,2.9
wbm-4-4877,Np1 Hg1 C2 O6,A2BCD6_pearson_166_c_a_b_h:C-Hg-Np-O,0.0367,0.0163,0.14
mp-765638,Li8 Fe8 P8 O32,ABC4D_pearson_33_2a_2a_8a_2a:Fe-Li-O-P,2.8465,0.431,3.1187
wbm-4-32972,Sr2 Dy2 Au2 S6,ABC3D_pearson_63_c_a_cf_c:Au-Dy-S-Sr,1.6007,0.0339,1.58
mp-1280741,Ba2 Y2 Mn2 Co2 O10,ABCD5E_pearson_107_b_2a_2a_2a2c_b:Ba-Co-Mn-O-Y,0.641,0.0907,0.1871
mp-772160,Sr2 La2 I10,A5BC_pearson_9_5a_a_a:I-La-Sr,2.6468,0.1225,2.1565
mp-561514,Na4 Sr4 B20 O36,A5BC9D_pearson_14_5e_e_9e_e:B-Na-O-Sr,5.122,0.2295,5.2256
wbm-2-35603,Cs1 Ge1 Br1 O6,ABCD6_pearson_149_a_d_e_l:Br-Cs-Ge-O,1.3693,0.0577,1.34
wbm-3-53758,Sr2 Ta1 Ga1 O6,AB6C2D_pearson_12_a_ij_i_d:Ga-O-Sr-Ta,3.8936,0.0814,4.04
wbm-1-14762,Zn1 F2,A2B_pearson_225_c_a:F-Zn,3.6263,0.0945,3.36
wbm-1-44688,Sn4 O4,AB_pearson_29_a_a:O-Sn,0.6961,0.1256,1.72
mp-1080297,Ce4 Se8,AB2_pearson_29_a_2a:Ce-Se,0.7004,0.1113,0.2589
mp-1193319,Rb12 Sb4 S12,A3B3C_pearson_198_3a_b_a:Rb-S-Sb,2.6295,0.0556,2.7608
wbm-1-30397,Na2 Ce1 N2,AB2C2_pearson_164_a_d_d:Ce-N-Na,1.2732,0.0751,1.28
wbm-1-47508,Rb1 Sb1 Te2,ABC2_pearson_166_a_b_c:Rb-Sb-Te,0.7025,0.0292,0.69
wbm-3-51931,Dy1 Er1 O4,ABC4_pearson_12_a_d_2i:Dy-Er-O,1.0087,0.6344,0.65
wbm-2-7425,Sr1 Mn1 C2 O6,A2BC6D_pearson_148_c_a_f_b:C-Mn-O-Sr,3.8224,0.1072,4.04
mp-1190721,Nd6 Al2 Fe2 S14,ABC3D7_pearson_173_b_a_c_b2c:Al-Fe-Nd-S,0.0804,0.063,0.5387
mp-551269,Ba2 La1 Sb1 O6,A2BC6D_pearson_148_c_a_f_b:Ba-La-O-Sb,3.7519,0.0564,3.8966
mp-1215040,Cd2 Re4 C8 S8 N16 O16,A4BC8D8E2F4_pearson_14_2e_a_4e_4e_e_2e:C-Cd-N-O-Re-S,0.4668,0.3307,0.4839
mp-1217916,Ta2 Ti2 Ga2 O12,AB6CD_pearson_102_a_3c_a_a:Ga-O-Ta-Ti,1.9419,0.0818,1.7425
mp-978099,K6 Gd2 P4 O16,AB3C8D2_pearson_11_e_3e_4e2f_2e:Gd-K-O-P,0.0995,0.0528,1.2902
wbm-1-10363,Ce2 Cl8,AB4_pearson_13_e_2g:Ce-Cl,1.2718,0.0999,1.46
mp-14243,Cd6 Te2 O12,A3B6C_pearson_14_ae_3e_d:Cd-O-Te,0.8159,0.1473,0.5061
wbm-1-50653,In2 S2,AB_pearson_160_2a_2a:In-S,0.6261,0.1154,1.33
wbm-1-52548,Y2 Au2 Se4,AB2C_pearson_2_i_2i_i:Au-Se-Y,0.9117,0.0549,0.98
mp-28026,Tc8 P32,A4B_pearson_61_4c_c:P-Tc,0.8702,0.0874,0.8461
mp-1211139,Na2 Al4 H16 Cl8 O16,A2B4C8DE8_pearson_129_d_j_k_b_k:Al-Cl-H-Na-O,5.0565,0.5536,0.0473
wbm-3-71764,Rb4 Cd2 Si2,AB2C_pearson_63_a_g_c:Cd-Rb-Si,0.2193,0.0363,0.3
mp-1247521,Mg10 Ni2 N8,A5B4C_pearson_59_ag_ef_b:Mg-N-Ni,0.8694,0.1181,0.0804
wbm-1-43453,Ba3 Zr2 O7,A3B7C2_pearson_139_ae_beg_e:Ba-O-Zr,2.9667,0.0943,3.03
mp-765626,Li4 V4 O8 F8,A2BC2D_pearson_14_2e_e_2e_e:F-Li-O-V,2.118,1.0557,2.26
mp-771646,Li8 V2 Ga6 O16,A3B4C8D_pearson_1_3a_4a_8a_a:Ga-Li-O-V,2.3529,0.0934,1.6182
wbm-1-22584,K2 Hg1 Ge1 Te4,ABC2D4_pearson_121_a_b_c_i:Ge-Hg-K-Te,0.4671,0.0681,0.6
wbm-4-3851,Tb2 Mn1 B2 O6,A2BC6D2_pearson_12_i_a_ij_i:B-Mn-O-Tb,0.7637,0.0608,0.82
wbm-1-50690,K4 S4,AB_pearson_194_ac_f:K-S,1.3995,0.0786,1.57
wbm-1-30481,Si2 Sn2 N4 O2,A2BCD_pearson_4_2a_a_a_a:N-O-Si-Sn,2.6783,0.1192,2.03
mp-1008523,B1 C2 N1,AB2C_pearson_115_a_g_c:B-C-N,3.5943,0.3983,1.646
mp-753587,Li4 V4 C8 O24,A2BC6D_pearson_4_2a_a_6a_a:C-Li-O-V,1.9578,0.2188,2.1624
mp-707483,Ti4 P8 H16 O36,A4B9C2D_pearson_14_4e_9e_2e_e:H-O-P-Ti,2.8341,0.2869,2.9733
mp-1201391,Rh4 N20 O28,A5B7C_pearson_14_5e_7e_e:N-O-Rh,0.4185,0.1418,0.6253
wbm-2-19234,Ga4 Se4 I4,ABC_pearson_14_e_e_e:Ga-I-Se,2.0286,0.0609,1.87
mp-30224,Si12 Cl32 O8,A8B2C3_pearson_62_2c3d_d_cd:Cl-O-Si,5.0814,0.2302,5.6026
wbm-2-16292,Ce1 Sn1 F6,AB6C_pearson_225_a_e_b:Ce-F-Sn,0.3181,0.0504,0.82
mp-974603,Hg2 F4,A2B_pearson_136_f_a:F-Hg,0.548,0.2488,0.3963
mp-13946,Rb2 Zr1 F6,A6B2C_pearson_164_i_d_a:F-Rb-Zr,6.4355,0.137,6.6409
mp-770718,Mg4 I8 O24,A2BC6_pearson_19_2a_a_6a:I-Mg-O,2.6844,1.169,3.1184
mp-23110,Na3 Hg6 I3 O6,A2BCD2_pearson_180_f_c_b_i:Hg-I-Na-O,1.3747,0.1578,1.388
wbm-2-19228,Pm1 Ga1 Se2,ABC2_pearson_225_a_b_c:Ga-Pm-Se,0.1447,0.0597,0.55
mp-1200593,K4 H12 Se8 O32,A3BC8D2_pearson_14_3e_e_8e_2e:H-K-O-Se,3.6328,0.2647,3.4141
wbm-2-27901,Mn2 I4,A2B_pearson_186_ab_b:I-Mn,1.2016,0.0476,1.16
mp-756810,Sr3 Ta4 O12 F2,A2B12C3D4_pearson_166_c_2h_e_ad:F-O-Sr-Ta,3.2955,0.1222,3.2939
wbm-2-35834,Na1 Au1 I1 O6,ABCD6_pearson_5_a_a_b_3c:Au-I-Na-O,0.139,0.0354,0.12
wbm-4-26201,Ca2 Ta1 Mn1 O6,A2BC6D_pearson_12_i_a_ij_d:Ca-Mn-O-Ta,1.4976,0.0631,1.12
wbm-3-51041,K4 Pt2 O6,A2B3C_pearson_12_adg_ij_h:K-O-Pt,0.5177,0.0896,0.83
wbm-4-36916,Dy1 Sn1 I4,AB4C_pearson_10_b_mn_c:Dy-I-Sn,0.172,0.0231,0.21
mp-757359,Li2 Fe4 P4 O16,A2BC8D2_pearson_7_2a_a_8a_2a:Fe-Li-O-P,1.9355,0.4605,1.5188
wbm-1-20397,Cd4 H2 O5,A4B2C5_pearson_164_cd_d_a2d:Cd-H-O,0.3094,0.0687,0.08
mp-10070,Ba4 Ag4 P12 O36,ABC9D3_pearson_19_a_a_9a_3a:Ag-Ba-O-P,3.2345,0.087,3.1968
wbm-4-25880,La2 Zr2 Te2 O5,A2B5C2D2_pearson_139_e_ag_e_e:La-O-Te-Zr,0.94,0.0808,0.76
mp-1518634,K4 Sr4 Zr4 Bi4 O24,ABC6DE_pearson_48_e_ab_3m_cd_f:Bi-K-O-Sr-Zr,1.7546,0.0597,1.0927
mp-760758,Bi6 O8 F2,A3BC4_pearson_12_3i_i_4i:Bi-F-O,2.7332,0.0822,2.1807
mp-23897,Rb6 H2 Se4 O16,AB8C3D2_pearson_15_a_4f_ef_f:H-O-Rb-Se,3.7663,0.1465,3.6441
wbm-3-23973,Sr1 Er2 F8,A2B8C_pearson_12_h_gij_a:Er-F-Sr,6.9879,0.1221,7.1
mp-29397,Si8 Te8 Pt8,ABC_pearson_61_c_c_c:Pt-Si-Te,0.4459,0.0799,0.3352
wbm-4-12755,Cs2 Fe2 Ag2 Se4,ABCD2_pearson_67_c_g_b_m:Ag-Cs-Fe-Se,0.1626,0.0344,0.28
mp-383,Rb4 Te2,A2B_pearson_194_ac_d:Rb-Te,1.3714,0.0584,1.3725
mp-1246318,Zn10 Si4 N12,A6B2C5_pearson_15_3f_f_e2f:N-Si-Zn,0.9906,0.1488,1.2815
wbm-3-23061,Pu1 Mn1 F6,A6BC_pearson_148_f_a_b:F-Mn-Pu,0.6759,0.071,0.5
wbm-2-42376,Cs2 Er2 Cd2 S6,ABCD3_pearson_63_c_c_a_cf:Cd-Cs-Er-S,2.6969,0.0345,2.68
mp-1078300,Sc2 F6,A3B_pearson_167_e_b:F-Sc,5.6624,0.1904,6.1057
wbm-1-48932,Tl1 Ga1 S2,AB2C_pearson_166_a_c_b:Ga-S-Tl,0.5298,0.0877,0.19
wbm-3-56162,Ca1 U1 As2 O8,A2BC8D_pearson_12_i_a_2ij_c:As-Ca-O-U,0.0966,0.0379,0.07
wbm-3-23692,V1 Ni1 F6,A6BC_pearson_148_f_a_b:F-Ni-V,1.7585,0.1592,1.91
mp-774897,Li6 Mn4 Cr2 O12,AB3C2D6_pearson_12_a_ci_i_3i:Cr-Li-Mn-O,0.5416,0.1324,0.2021
wbm-3-34821,K4 Co2 As2,ABC2_pearson_63_c_a_g:As-Co-K,0.186,0.0296,0.07
wbm-1-44057,Y2 Cu2 Se2 O2,ABCD_pearson_129_a_b_c_c:Cu-O-Se-Y,1.1353,0.0451,1.22
mp-768715,Li6 Bi2 B8 O18,A4BC3D9_pearson_11_2ef_e_ef_3e3f:B-Bi-Li-O,0.7365,1.1794,3.9286
wbm-4-28727,K1 Nb1 Cu2 P2,A2BCD2_pearson_164_d_a_b_d:Cu-K-Nb-P,0.2673,0.0392,0.27
