material_id,formula,bandgap_pred_n0,bandgap_target
wbm-2-41191,Tb2 Sb4 Rh2,0.0005,0.0
mp-1079491,Li1 In2 Cu1 Se4,0.4337,0.0001
wbm-1-26611,Li1 Sm1 Te2,0.0006,0.11
wbm-2-18709,Sm4 Ga6,0.0005,0.0
wbm-4-19935,Mg1 P2 Pt2,0.0005,0.0
mp-759250,Mn6 O11 F1,0.0006,0.0
wbm-3-19168,Gd1 Cu2 Ag1,0.0006,0.0
mp-1219910,Pr2 Al1 Si1,0.0006,0.0
wbm-3-47527,Y1 Ga3 Ni2,0.0006,0.0
wbm-4-33333,Ba2 Pr2 Sb2,0.0006,0.0
wbm-4-32117,Pr4 Sb4 Ru4,0.0005,0.0
wbm-4-38693,La4 Y4 Pb4,0.0006,0.0
wbm-3-33023,Mg2 Np1 Fe1 H8,0.0006,0.0
wbm-2-34400,Er2 Zr2 O6,0.0006,0.0
wbm-3-25996,Dy2 Fe2 Pt4,0.0006,0.0
wbm-5-9073,Ce1 Pu1 Ge2,0.0006,0.0
wbm-4-34717,Th2 Si4 Cu4,0.0006,0.0
mp-1180390,Mg4 Te4 I24 O24,0.3952,0.28
wbm-3-33933,Th2 In4 Pt2,0.0005,0.0
wbm-3-23981,Sr1 Nd2 F8,6.6913,6.82
wbm-3-1886,Ba2 Mn4 Al6,0.0005,0.0
mp-865782,Yb6 Si2 O2,0.0006,0.0
mp-640053,Rb8 Cu4 Cl12,1.9194,2.359
wbm-3-14752,K2 Nd2 Cl6,0.0007,0.0
wbm-4-17627,K2 Sn4 Rh2,0.0005,0.0
wbm-5-15836,Pu3 Tl1 O1,0.0006,0.0
mp-9723,Sr4 Li1 B3 N6,2.454,2.603
wbm-2-5054,Ho3 Zn2 B2 N3,0.0005,0.0
mp-1204074,Na16 Au16 S16,1.9404,2.0557
mp-11115,Rb2 Cu2 Pd2 Se10,0.0005,0.9916
mp-755617,Na4 Ho4 O8,4.133,4.0015
wbm-3-16811,Pu1 Co1 Cu4,0.0006,0.0
wbm-1-12172,Y1 Co1 Rh2,0.0005,0.0
wbm-3-45558,Sr2 Pt2 N2,0.0005,0.0
mp-1218407,Sr4 Mn1 Ru1 O8,0.0007,0.0
wbm-4-21636,Th1 Mn1 Rh2,0.0006,0.0
wbm-4-15247,Pu4 Ge2 Ru6,0.0006,0.0
wbm-1-16260,Rb3 Dy1 F6,5.4012,5.23
mp-22753,U2 Fe2 C4,0.0006,0.0
mp-1220079,Ni2 H1,0.0006,0.0
wbm-2-38442,Dy4 Ta4 P4,0.0006,0.0
wbm-3-19918,Tm1 Cu3 Ge2,0.0006,0.0
mp-754368,Na2 Sb2 O4,1.8985,1.6619
wbm-1-8421,Ca1 Cd2 Bi2,0.0006,0.0
wbm-4-6555,Pu2 Se1 Cl2,0.0006,0.0
wbm-3-58892,Zr2 Ni2 P2,0.0006,0.0
wbm-1-13031,Yb1 Ga1 Cu2,0.0005,0.0
wbm-3-62713,Pu1 Th1 Ru2,0.0006,0.0
wbm-1-6126,Th1 Bi1,0.0006,0.0
wbm-1-11180,Sr3 Co2 Sn7,0.0006,0.0
mp-2653,B2 N2,4.9459,5.363
wbm-5-7720,Dy3 Fe3 Re1 Ge2,0.0005,0.0
wbm-3-24944,Y3 Zn1 Fe2,0.0005,0.0
wbm-3-20626,Zr4 Ga4 Cu4,0.0005,0.0
wbm-4-24254,Cs1 Ni4 Sb3,0.0006,0.0
wbm-1-13366,Hf1 Cu3,0.0005,0.0
wbm-1-9009,Ca1 Rh5,0.0006,0.0
wbm-3-16918,Ho3 Ga3 Co1 Ge2,0.0006,0.0
mp-1188179,Er4 Al6 Ge8,0.0006,0.0
wbm-5-13744,Eu1 Mo1 N2,0.0006,0.0
mp-1174058,Li4 Mn1 Co3 O8,0.0006,0.4469
wbm-3-74461,Ti2 Tl1 Hg1,0.0006,0.0
wbm-4-35852,In2 Si2 Pt4,0.0005,0.0
mp-1193353,Te4 W2 N4 O16,0.0006,0.2885
wbm-5-8299,Zr4 Fe4,0.0006,0.0
wbm-1-19324,Nb4 Ge8,0.0006,0.0
wbm-3-59438,Zn5 Ge1 P1,0.0006,0.0
wbm-2-16935,Nd3 Fe2 Sn7,0.0006,0.0
wbm-1-4961,Er3 Tl1 B1,0.0006,0.0
wbm-1-30499,Tm4 N4 O2,0.7746,0.96
wbm-5-20291,Sr2 Fe4 Si2,0.0006,0.0
wbm-4-27396,Sc2 Ni1 W1 O6,1.7286,1.7
wbm-5-22825,U2 Zn2 Cd4,0.0006,0.0
mp-1232069,Nd8 Mg4 S16,2.3927,2.4683
wbm-4-31646,Hf4 Ru4 Pb2,0.0006,0.0
mp-1080291,Ce4 Se8,0.9905,0.9638
wbm-3-28575,Np4 Ga4 Ag4,0.0006,0.0
wbm-2-23319,K1 Lu1 Tl2,0.0006,0.0
mp-1210331,Na8 Pr4 Si4 O20,0.0008,0.5708
wbm-3-1190,Th6 Al2 Rh1,0.0006,0.0
wbm-3-60731,Pt2 Pb2,0.0006,0.0
wbm-2-43167,Fe3 Rh1 S6,0.0006,0.0
mp-1207043,Tm2 I2 F1,0.0007,0.0
wbm-1-56049,Sm2 Os4,0.0006,0.0
mp-634812,H8 O4,5.6859,5.3311
wbm-1-8433,Ca1 Cd3,0.0005,0.0
wbm-3-77687,Er1 Zn1 Pb2,0.0006,0.0
wbm-1-33846,Na1 Zn2 Rh1,0.0006,0.0
wbm-5-19849,Si2 Mo1 Pt2,0.0006,0.0
wbm-2-5273,Er2 B4 Pd4,0.0006,0.0
wbm-3-9672,Ba2 B1 Rh6,0.0005,0.0
wbm-3-66229,Sc8 Cd4,0.0005,0.0
wbm-2-51856,Ce4 Zn2 Pt4,0.0006,0.0
wbm-1-45006,Tm1 Fe2 P2,0.0005,0.0
wbm-1-46556,Zr2 P2,0.0006,0.0
wbm-4-5537,Ca4 Mn2 Rh4,0.0006,0.0
mp-4794,Sm4 As8 O18,3.33,3.3407
wbm-3-44069,Sm2 Cr2 N6,0.0006,0.0
wbm-3-10582,Cs2 Zr1 Br6,2.8141,2.79
wbm-3-61076,Ce3 Tl3 Rh2,0.0006,0.0
wbm-2-33686,Ba2 P2 Br2 O4,2.7876,2.22
wbm-4-23288,Na3 Np3 Sb3,0.0006,0.0
wbm-2-6578,Ba1 La1 Au2,0.0005,0.0
wbm-1-51468,Zr2 Sc2 As2,0.0006,0.0
mp-1200109,Ca4 Fe8 P8 H4 O36,2.7191,1.2249
wbm-3-24262,Dy1 Fe2 Ir3,0.0006,0.0
mp-1246740,In6 Ga6 N10,0.4024,0.0
mp-1209175,Sc8 Fe2,0.0006,0.0
wbm-3-38131,Mg4 Si4 Os2,0.0005,0.0
wbm-1-60461,La1 Zn3,0.0006,0.0
wbm-1-36690,Cr4 O8,1.1304,0.3
mp-1224452,Hf4 Co4 Si4,0.0006,0.0
mp-1196899,Co2 H16 N4 O4 F8,0.1838,3.2108
mp-1229167,As8 Se4 S8,1.4208,1.0273
wbm-2-5845,La2 B1 C2,0.0006,0.0
wbm-1-53767,Tm1 Si2 Ru3,0.0006,0.0
mp-1238792,O2 F2,0.537,0.6032
wbm-1-12762,Rb1 Cr1 Te2,0.2912,0.37
wbm-4-14408,Sm3 In3 Ge2 Ir1,0.0005,0.0
wbm-3-50288,Rb2 Tb1 Cl4 O2,0.0006,0.0
wbm-1-11407,Co1 Ag3,0.0005,0.0
wbm-2-15360,Ca1 Pt1 F6,2.2532,2.25
wbm-2-11789,Tm2 Co1 Ge1,0.0005,0.0
mp-1078081,K2 Cu1 F4,0.0008,0.0
wbm-3-39635,Mg1 In5 Rh1,0.0005,0.0
wbm-3-5600,Ti2 Al1 Co2,0.0006,0.0
wbm-5-266,Rb1 Al2 Sb2,0.0005,0.0
mp-9267,Er4 Mn2 C8,0.0006,0.0
mp-1094222,Hf4 Mg2,0.0005,0.0
mp-1029490,Sr6 B6 N10,2.3909,2.2444
mp-1219783,Rb4 Fe1 Sb1 Cl12,0.0006,0.0
wbm-1-7223,Ho1 Co3 C1,0.0005,0.0
mp-753902,Li2 Fe2 B2 O6,2.7953,3.5156
wbm-3-66375,Rb2 Sc4 Pd4,0.0005,0.0
wbm-1-9064,Ca1 Sc1 Rh2,0.0005,0.0
wbm-2-9178,Ca1 In2 Pb1,0.0005,0.0
wbm-5-8145,Hf1 Fe1 Rh2,0.0006,0.0
wbm-3-27170,Dy1 Fe1 Te1,0.0005,0.0
mp-753958,Gd2 As2 O8,3.0553,2.7573
wbm-3-70944,Eu4 Si4 Hg4,0.0005,0.0
wbm-3-2026,Ba4 Al6 Rh2,0.0006,0.0
wbm-3-76203,Ce2 Y2 Ag2 Te6,0.0006,0.0
wbm-2-19795,Tb1 Ge2 Os2,0.0005,0.0
wbm-2-45549,U2 Si4 Cu2,0.0006,0.0
mp-1219021,Sn14 Ir4 Os2,0.0006,0.0
wbm-2-7413,Pu1 Mg1 C2 O6,0.0006,0.0
wbm-1-51362,Sc6 As2,0.0006,0.0
wbm-1-22012,In2 Te5,0.5931,0.83
mp-18968,Li8 Fe4 Si4 O16,2.8356,3.282
wbm-1-61477,Zr2 Tc1 Os1,0.0006,0.0
mp-1029960,Cs10 Ru10 N20,0.0006,0.003
mp-1194109,Eu2 Be26,0.0006,0.0
mp-760952,V6 O10 F2,0.8442,0.4873
wbm-3-52129,Ho2 Mn2 O8,0.8224,0.67
mp-780614,Nb1 Cr3 P6 O24,2.0039,0.0
mp-1212680,Ga20 Ir12,-0.0001,0.0
mp-976075,Li3 Ca1,0.0007,0.0
wbm-2-18429,Pr4 Ga4 I2,0.0006,0.0
wbm-3-42017,Mn1 Re4 Ge2,0.0005,0.0
mp-680696,Nb12 Tl4 V4 Cl44,0.0006,0.0
mp-1206146,Rb3 Dy1 F6,5.8559,5.906
wbm-3-50827,Gd2 Co2 O6,0.2003,1.37
wbm-3-46165,Cs2 Na1 Pa1 Cl6,0.0007,0.01
wbm-2-26300,Tm3 Mg1 Mn2,0.0005,0.0
mp-768978,Ho4 S6 O24,5.2316,5.9222
wbm-1-50148,Rb2 Au3 S4,0.0006,0.0
mp-1220855,Na2 Al2 Si6 O16,5.2605,4.9975
wbm-3-72608,Ho2 Re4 Sn4,0.0006,0.0
wbm-1-44012,Co2 O2,0.1328,0.0
mp-559635,Sr6 Ca2 Ir2 O12,0.0006,0.0
wbm-4-18836,Mg2 Al1 Pb1,0.0006,0.0
wbm-3-51415,Tm2 Sc2 O6,3.1202,2.99
wbm-3-42245,Hf4 Mn2 In6,0.0006,0.0
wbm-1-12952,Ac1 Cu2 Bi1,0.0006,0.0
mp-1189374,Ho12 Ga2 Ni4,0.0006,0.0
wbm-3-77568,Hf1 Zn1 As1,0.0006,0.0
wbm-3-64376,K2 Zr2 Cr2 S6,0.0006,0.0
wbm-2-14855,Dy3 Pt9,0.0005,0.0
wbm-3-4584,K4 Al2 Se4,2.0705,1.6
wbm-2-27848,Hf4 Mn4 Ge4,0.0005,0.0
wbm-3-2408,Ca3 Al4 Ru4,0.0006,0.0
wbm-3-39618,Mg2 Ta4 Rh4,0.0006,0.0
wbm-3-4843,Cs4 Al2 P2,0.0006,0.0
wbm-5-7936,Pr1 Ga3 Fe1,0.0005,0.0
wbm-2-7322,Mn6 In2 C4,0.0005,0.0
wbm-3-58582,Er4 P4 Ir4,0.0005,0.0
wbm-4-30101,Yb1 Sn1 Pd2,0.0005,0.0
wbm-2-32784,Tm2 In2 Ni2,0.0005,0.0
wbm-2-38861,Ho2 P2 Pd2,0.0006,0.0
wbm-3-51397,Nd2 Sc2 O6,3.1081,2.95
mp-1238830,Ti2 Cr2 Cu2 S8,0.0006,0.0
wbm-2-16485,Cs1 Dy2 F7,6.6419,6.67
wbm-1-17539,Fe3 Cu3 Te6,0.0006,0.0
wbm-5-9632,Ho2 Ge2 Rh4,0.0006,0.0
wbm-3-13529,Ca2 Bi4 Pt2,0.0005,0.0
wbm-3-34136,Sm3 In3 Re2,0.0006,0.0
wbm-2-37304,Nb6 Pd2 O2,0.0006,0.0
mp-1208511,Sr4 Yb2 Bi2 O12,0.0006,0.0
wbm-2-9704,Tb2 Cd4 Au2,0.0006,0.0
wbm-2-600,La1 Al2 Fe3,0.0006,0.0
mp-1225739,Er2 Ga3 Fe14 C2,0.0006,0.0
wbm-1-5983,Ta1 Be1 Rh2,0.0005,0.0
mp-979258,Tm2 Cd1 Hg1,0.0005,0.0
mp-736446,In2 H16 C16 N8 Cl14,1.2613,2.062
wbm-3-72339,Lu2 Zn4 Si2,0.0005,0.0
wbm-3-43933,Yb1 Y1 N2,0.0006,0.0
wbm-3-55435,Ba2 Y1 Pu1 O6,0.0006,0.0
mp-1246021,Ca12 Mn8 N16,0.0005,0.0
mp-13171,Y3 Mg3 Cu3,0.0006,0.0
wbm-1-42585,Na3 V2 Co1 O6,1.3222,1.13
wbm-1-56732,Sr2 Eu2 I8,1.1705,1.22
wbm-1-49343,V1 Hg1 S2,0.0006,0.0
mp-17811,Cs12 Sb4 Se16,1.3237,1.7195
wbm-2-32426,Nd3 Cu3 Ni3,0.0006,0.0
mp-1183757,Ce1 Sm1 Tl2,0.0005,0.0
wbm-3-32382,Co1 H4 Rh3,0.0006,0.0
wbm-1-21409,K2 Te2 H2 O6,3.6824,3.59
mp-998147,Tl1 Cu1 Cl3,0.0005,0.0
wbm-4-25715,Nd2 Er2 S2 O5,0.0006,0.0
wbm-2-38415,Th4 Cu2 P2,0.0006,0.0
wbm-2-42735,Hf2 Ni4 S6,0.0005,0.0
wbm-3-43275,Nd4 Fe2 N4,0.0005,0.0
wbm-4-21321,Mn2 Ga2,0.0005,0.0
mp-772426,Li8 Cr12 O40,2.4771,2.0227
wbm-3-6060,Pa1 As2 Rh2,0.0006,0.0
mp-22005,V8 Pb8 O28,2.9725,2.8682
mp-25382,Fe2 P2 O8 F2,0.0007,0.0
mp-1212142,K4 Cu8 H8 C8 Br4 N8 O4,0.0005,2.058
wbm-1-8333,Ca1 As4 Os6,0.0006,0.0
wbm-2-37559,Tb2 Zn2 As2 O2,0.9089,0.73
wbm-1-49573,Tb2 Tl2 Cu2 S6,0.0006,0.0
wbm-2-49896,Yb6 Te2 Ir1,0.0005,0.0
wbm-3-22392,Ce1 Nd1 F6,0.4339,0.47
wbm-2-11893,Yb3 In3 Co3,0.0005,0.0
mp-1210523,Na4 Si8 O20,3.189,0.4239
wbm-5-6942,Rb1 Ba1 F6,0.2388,1.22
wbm-4-4438,Fe2 Ni2 B2 N2,0.0005,0.0
wbm-2-2684,Al2 Ga4 Pt2,0.0006,0.0
wbm-3-32733,Yb2 Fe1 H6,0.0006,1.51
wbm-2-31,Pu1 In1 Ag2,0.0006,0.0
wbm-2-37306,Nb6 Rh2 O2,0.0006,0.0
wbm-5-20115,Hf2 Si2 Br2,0.0006,0.0
wbm-5-21297,Sr3 Hg1 Ir2,0.0006,0.0
wbm-4-38045,U2 Tl2,0.0006,0.0
wbm-4-30012,Eu2 In1 Pd2,0.0006,0.0
mp-761186,V6 O3 F15,0.769,0.8054
mp-1211112,Mo12 H4 N4 Cl28 O2,0.0005,0.8403
mp-755105,Mn6 O11 F1,0.0006,0.0
mp-1181427,Fe2 Ag2 As2 S8 N12,0.0006,0.0846
wbm-3-62829,Ta1 Sn6 Ru4,0.0005,0.0
wbm-3-21210,Ba2 Yb2 Cu2 Se6,0.0005,0.0
wbm-3-51221,Rb2 Pr2 Ni2 O6,2.037,1.84
wbm-4-20380,Mg1 Ti2 Pb1,0.0006,0.0
wbm-5-20735,Si2 Te6,0.0006,0.0
mp-556703,Ba9 Mg3 Si6 O24,4.473,4.6934
wbm-1-34320,Tl1 Ni2 Au1,0.0005,0.0
wbm-2-19745,Ge4 Ru2,0.0006,0.0
wbm-3-7829,Yb2 Fe1 B2 O6,3.5725,3.5
wbm-3-63939,Ba2 Gd2 Au2 S6,1.0711,1.14
wbm-1-41081,Ba2 Pd1 O4,0.0006,0.0
wbm-2-50763,Mn1 V6 Sb2,0.0006,0.0
mp-1218305,Sr1 Eu1 C4,0.0005,0.0
wbm-1-16190,Pd1 Pb1 F6,1.2682,1.3
wbm-3-50654,Sc2 Cu1 Br2 O2,0.0006,0.0
mp-776602,Na10 Mn4 P2 C8 O32,0.2939,0.0
wbm-1-38080,Al2 Tl2 O6,0.8384,0.71
wbm-3-58539,Nd2 Cu2 P2,0.0006,0.0
mp-861616,Li1 Sc2 Ir1,0.0006,0.0
mp-973606,Nd2 Ir1 Au1,0.0005,0.0
wbm-2-47518,Lu2 Si2 Pt2,0.0006,0.0
wbm-3-18113,Ce1 Cr2 Bi1,0.0005,0.0
wbm-3-52878,Pr2 V2 Se2 O5,0.0005,0.0
wbm-5-23202,Zr4 Bi1 Te3,0.0006,0.0
mp-30947,Na12 Fe4 O12,0.9059,2.0753
wbm-1-28327,Yb1 Mg1 Pd2,0.0006,0.0
wbm-2-23697,Sr1 Li2 Ce1 F8,2.5636,2.47
wbm-1-2008,Pu2 Al1 Cu1,0.0006,0.0
wbm-1-48691,Cd2 Sb2 S4 I2,1.3036,1.19
mp-973629,Lu3 Al3 Pd3,0.0005,0.0
wbm-1-4515,Sr2 B4 Os4,0.0006,0.0
wbm-1-32810,Na4 Hg1 As2,0.4722,0.51
wbm-2-29828,Sm6 Sn2 N1 O1,0.0006,0.0
wbm-1-6958,In3 Co1 C4,0.0005,0.0
wbm-3-60049,Dy2 Bi2 Pd2,0.0005,0.0
wbm-1-15517,Tm1 Sn1 F5,3.1051,3.12
mp-1194653,Na2 P30,1.551,1.5192
wbm-3-27033,Nd4 Fe4 Sn4,0.0005,0.0
mp-562667,Ag6 N10 O12,2.6277,2.1632
mp-1218498,Sr4 Ce1 Pr1 O8,0.0006,0.0
wbm-4-21058,Ta1 Mn8,0.0006,0.0
mp-1211688,K2 Li2 Ho4 Mo8 O32,3.3903,3.2716
mp-672217,La20 Ga12,0.0005,0.0
mp-607540,O2,1.5935,0.0
wbm-3-55519,Ba2 Sr1 Zn1 O6,0.0007,0.0
wbm-3-64779,Tb4 Sn1 S3,0.0006,0.0
mp-1191960,Zr16 Pt8,0.0006,0.0
wbm-2-17689,Dy4 Fe2 Ge4,0.0006,0.0
wbm-4-24054,Y3 Ni2 Pd1,0.0006,0.0
wbm-3-77268,Th1 Zn3 Pd2,0.0006,0.0
wbm-3-20638,Dy2 Cu2 Ge4,0.0005,0.0
wbm-2-24117,Li4 Cr4 B4,0.0005,0.0
mp-755974,Na2 Cu1 O2,0.0006,0.0
mp-29505,Cs12 Bi4 O12,3.3696,3.1348
wbm-3-74287,Ce1 Te4 I6,0.623,0.56
mp-28866,Te2 Os1 Cl12,0.9944,0.0
wbm-2-35833,Na1 Ga3 Se2 O6,2.8112,2.95
wbm-2-24004,Li4 Yb3 As4,0.0005,0.0
wbm-3-33654,Sm4 I6,0.2742,0.38
wbm-1-31546,Al2 Fe4 N2,0.0006,0.0
mp-1213412,Gd16 Si8 Ni8 Bi4,0.0006,0.0
wbm-4-30175,In1 Pd5,0.0005,0.0
mp-1225764,Eu3 Pd1,0.0006,0.0
wbm-3-6914,Tm8 As4,0.0006,0.0
wbm-3-41951,Np2 Mn2 Ga2,0.0006,0.0
wbm-2-13784,Sm4 Cu4 As4,0.0005,0.0
wbm-2-11630,Tb2 Ga8 Co2,0.0005,0.0
mp-1201408,Cs4 Ga4 B4 P8 H4 O36,4.5052,4.6544
wbm-3-26295,Eu2 Fe1 Ge1,0.0005,0.0
wbm-3-78070,Lu3 Zn1 Os2,0.0005,0.0
wbm-3-54596,Pd3 Rh1 O6,0.0006,0.0
wbm-2-18637,Y2 Ga3 Ge2,0.0006,0.0
mp-532767,K6 Li1 Fe24 S26 Cl1,0.0006,0.0
mp-17893,Mn8 Nb4 Si10,0.0006,0.0
wbm-2-35916,Ba2 Pr1 Pd1 O6,0.0007,0.0
wbm-3-74835,Ti1 Ga3 Pt2,0.0006,0.0
mp-999122,Tb1 Fe1 C2,0.0006,0.0
mp-867940,Rb2 U2 O5,0.0005,0.0
wbm-2-21246,In1 H3,0.0006,0.0
mp-1103180,Ta4 P4 Ru4,0.0005,0.0
wbm-5-886,Al3 V3 Re1 Ge2,0.0005,0.0
wbm-3-62109,Sm4 Tl4 Rh4,0.0005,0.0
wbm-4-18059,Li1 Al1 Cd1 Ag1,0.0005,0.0
wbm-1-19773,Nd2 Ge1 I2,0.0006,0.13
mp-555736,Ba4 Hg8 Cl8 O8,0.0006,2.1378
wbm-2-24812,Li1 Nb1 S2,0.0006,0.0
wbm-1-49286,Cs2 Sn2 S4,1.5987,0.0
wbm-1-3908,Ac1 Au1,0.0006,0.0
wbm-5-4904,Np2 Co2 Sn2,0.0006,0.0
wbm-4-5249,Yb6 P2 C2,0.0006,0.0
wbm-1-29112,Mn2 Ni1 Mo1,0.0005,0.0
wbm-4-2240,Th4 Al2 Ir4,0.0006,0.0
wbm-2-17808,Tb2 Fe2 Ge2,0.0006,0.0
mp-5274,Th1 Ti2 O6,3.2187,3.0087
wbm-2-14232,Nb2 Cu1 Pd1,0.0006,0.0
mp-18531,K8 Cd12 Te16,1.0271,1.4375
mp-540204,Co4 P6 O20,0.9395,0.5155
wbm-2-43902,Sc2 Tl1 Ni2,0.0006,0.0
mp-1211289,Li2 B6 H6,5.108,0.0
wbm-2-15957,Na1 Fe1 F6,0.9783,1.24
wbm-1-49373,Zn3 Bi2 S2,0.0006,0.0
wbm-3-19052,Yb4 Cr2,0.0006,0.0
wbm-3-20291,Gd2 Cu2 As4,0.0005,0.0
wbm-3-50115,Zn2 Ga4 Ni2,0.0006,0.0
mp-1213864,Cd2 Ga2 Ag4 Se8,-0.0008,0.0
wbm-5-9658,Ce3 Ge3 Rh3,0.0006,0.0
wbm-3-7485,Sm3 Cr2 B2 N3,0.0006,0.0
wbm-3-2075,Sc3 Al3 Sn2 Pd1,0.0005,0.0
mp-756494,Na6 Ge2 P2 C2 O14,3.8046,4.2445
wbm-5-18039,Er1 Pa1 Ru2,0.0006,0.0
wbm-3-5237,Sc4 Al4 Au4,0.0005,0.0
wbm-4-25371,Np3 Fe1 O4,0.0006,0.0
wbm-4-39092,Hf2 Zn2 Ga1,0.0006,0.0
mp-1221135,Na5 Co1 C1 O5,1.1236,1.3959
mp-11418,Tb1 Ga3,0.0006,0.0
wbm-2-27441,Mn3 Sb1 I3,0.0005,0.0
mp-1187954,Zn1 In3,0.0006,0.0
mp-1229156,Cs3 Se2 O8,0.0007,0.0
mp-1093658,Hf1 Ta1 Ru2,0.0006,0.0
wbm-1-33473,Rb2 Na2 Te2,2.0053,1.89
mp-1228505,Ba6 Ta2 O2 F18,5.0926,0.023
wbm-3-26422,Ho4 In6 Fe2,0.0006,0.0
mp-583266,Mg6 Zn6,0.0006,0.0
mp-1217894,Ta1 Re1,0.0006,0.0
wbm-2-10257,Rb2 Pu2 Cl6,0.0006,0.0
mp-22732,Co5 Ge7,0.0006,0.0
wbm-1-61770,Zr2 U2 Sb2,0.0006,0.0
wbm-4-23856,Zr2 Ni4 Ge4,0.0005,0.0
wbm-2-22369,Ac1 La1 In2,0.0006,0.0
wbm-3-77894,Ba4 Zn4 Ge4,0.0006,0.0
wbm-1-37537,Pt2 Pb2 O4,0.0005,0.0
wbm-4-144,Lu1 In2 Ag1,0.0006,0.31
wbm-1-56797,Sr1 Bi2 Pd2,0.0006,0.0
wbm-3-13627,Ca2 Ho2 Sb2,0.0005,0.0
mp-1217548,Tb1 Fe11 Re1,0.0006,0.0
mp-1074039,Mg18 Si10,0.0008,0.0
wbm-5-12786,Ce1 Dy1 Mn2,0.0005,0.0
mp-1223501,K1 La1 Nb2 O7,1.7848,1.4939
wbm-1-7606,Ba2 C2 Se2 N2 Cl2,3.8124,3.6
mp-1207742,Y8 Os4 C8,0.0005,0.0
mp-1219629,Rb2 Co2 Cu2 F12,0.0006,0.0
wbm-2-4094,Tl4 Hg4 As4,0.0005,0.0
wbm-2-44070,Sc6 Re1 Se2,0.0006,0.0
mp-1519160,Ba1 Sr1 Y1 Nb1 O6,2.9713,2.8734
wbm-4-23468,Dy1 Nb1 Tl2,0.0006,0.0
mp-1216560,Tl4 Sn1,0.0006,0.0
wbm-1-18754,Ga1 Hg1,0.0005,0.0
mp-559863,Ba12 Na4 Cr4 Ru4 O34,0.0006,0.0
wbm-1-16144,Na1 Rh1 Pb2 F6,0.0006,0.0
mp-1183886,Eu2 Mg1 Cd1,0.0005,0.0
wbm-1-59196,V4 In4 Br12,0.0006,0.07
wbm-2-19494,Ho1 Ge2 Ir2,0.0006,0.0
wbm-1-61619,Zr3 In3 Pt3,0.0006,0.0
wbm-5-8914,Ga3 Ru3 Pb3,0.0006,0.0
mp-770673,V5 Sb1 P6 O24,0.0008,0.0
mp-1094623,Mg4 Ga2,0.0006,0.0
wbm-1-42551,Sr2 Mn1 Mo1 O6,1.1174,0.21
wbm-3-69811,Ca3 Co4 Si4,0.0006,0.0
mp-1216455,V4 Ni1 Sb4,0.0005,0.0
wbm-2-46792,Sc3 Co4 Si4,0.0005,0.0
wbm-3-25113,Tb4 Fe6 Ge2,0.0006,0.0
wbm-3-35045,K2 Nd2 Ag2 Te6,0.0005,0.0
wbm-4-15861,K2 Cr2 H8,0.0006,0.0
wbm-1-52841,Sr1 In2 Se4,1.6256,1.74
wbm-3-33658,Tb2 I6,2.2883,2.31
wbm-2-9393,Ca2 Sn6 Rh4,0.0006,0.0
wbm-5-16165,Pu1 Cd2 P1,0.0006,0.0
wbm-1-54490,Ca4 Si4,0.0005,0.0
wbm-2-21966,Ca2 H2 I2 O2,3.6723,3.25
mp-971720,Zn1 Ga3,0.0006,0.0
wbm-4-18731,Li1 Pr1 Zn2 As2,0.0006,0.0
wbm-4-1585,Pu1 Al5 Ni2,0.0006,0.0
wbm-1-37783,Sr2 Sb2 I2 O4,2.8064,2.7
wbm-4-13031,Yb1 Ga2 Pd1,0.0005,0.0
mp-556118,Ba6 Hg6 O12,1.4078,2.1892
wbm-3-30102,Sr1 Ge2 Se1,0.0006,0.0
wbm-3-6393,Eu3 As3 Au3,0.0005,0.0
wbm-1-1028,Tm4 Al8,0.0006,0.0
mp-1284605,Mg2 Mn4 O8,0.0006,0.0
wbm-3-26399,Dy2 In4 Fe2,0.0006,0.0
wbm-1-43692,Rb3 Hf1 O8,0.0007,0.0
mp-9915,Li2 Be2 P2,1.5264,1.8087
mp-21563,Sr8 Al8 B8 O32,4.7277,4.2985
wbm-4-21780,Sr6 Mn2,0.0006,0.0
wbm-3-54947,Sr2 Er1 Nb1 O6,2.9598,2.89
wbm-3-54980,Sr2 Nd1 Au1 O6,1.7649,1.73
mp-630820,Yb8 Cu4 Sn10,0.0006,0.0
wbm-1-16347,Cs2 Si1 F6,6.4278,6.93
wbm-3-25845,Ce2 Fe1 Au1,0.0006,0.0
wbm-2-43536,Zn1 Ir5 S1,0.0005,0.0
wbm-3-13699,Ca1 Sn6 Au4,0.0005,0.0
mp-1112441,K2 Y1 Ag1 F6,2.6449,2.6607
wbm-2-37379,La2 Mn2 P2 O2,0.0005,0.4
mp-977475,Zr1 In1 Pd2,0.0005,0.0
wbm-4-35818,Ho4 Si2 Ir6,0.0006,0.0
mp-1221858,Mn2 Nb8 Fe2 O24,2.1087,2.5194
mp-1205832,Ba2 Zr1 U1 O6,0.0006,0.0
wbm-4-10349,Cs1 Al1 In2 F6,3.2449,3.74
wbm-3-50060,Yb3 Ni3 Pb3,0.0006,0.0
mp-1018177,Eu1 C2,0.0006,0.0
wbm-3-46420,Na2 Tm2 I6,0.0006,0.0
wbm-1-10480,Rb2 Pd2 Cl8,0.0006,0.0
mp-1036378,Ca1 Y1 Mg14 O16,0.0006,0.0
wbm-3-46238,Cs4 Na2 Bi2,0.0007,0.09
