material_id,formula,wyckoff,bandgap_pred_n0,bandgap_target
wbm-4-3784,Ho2 Cd1 B2 O6,A2BC2D6_pearson_12_i_a_i_ij:B-Cd-Ho-O,2.7508,2.71
wbm-3-54026,Nd2 Mg1 Au1 O6,ABC2D6_pearson_12_a_d_i_ij:Au-Mg-Nd-O,0.5888,0.54
wbm-1-50094,K3 Ta1 S4,A3B4C_pearson_217_b_c_a:K-S-Ta,2.7606,2.67
wbm-3-50616,Ca2 P2 I2 O4,ABC2D_pearson_63_c_c_e_c:Ca-I-O-P,2.0325,2.42
wbm-3-65368,Pt2 S2 Br4,A2BC_pearson_2_2i_i_i:Br-Pt-S,1.4265,1.7
mp-1114387,Rb2 In1 As1 F6,AB6CD2_pearson_225_a_e_b_c:As-F-In-Rb,2.4109,2.4102
wbm-1-42789,Sn1 Sb2 O6,A6B2C_pearson_162_k_c_b:O-Sb-Sn,1.6955,1.29
mp-1313420,Sr6 Co4 O12,A2B6C3_pearson_5_abc_6c_ab2c:Co-O-Sr,0.6566,0.9976
mp-7193,Lu2 Si2 O7,A2B7C2_pearson_12_h_aij_i:Lu-O-Si,4.9969,4.8493
mp-1189914,Zn2 Si2 Ag4 S8,A2B4CD_pearson_7_2a_4a_a_a:Ag-S-Si-Zn,1.0385,1.6859
wbm-1-21847,Ba2 Nd2 I8,AB4C_pearson_15_e_2f_e:Ba-I-Nd,0.3725,0.41
mp-1105594,La6 Cu6 Sb8,A3B3C4_pearson_220_a_b_c:Cu-La-Sb,0.4818,0.4256
wbm-3-65388,Tb2 S2 Br2,ABC_pearson_59_a_a_b:Br-S-Tb,2.8631,2.88
mp-1214609,Ba6 Tm2 B18 O36,A9B3C18D_pearson_176_hi_af_2h2i_b:B-Ba-O-Tm,5.1507,5.2676
mp-753147,Li2 V2 P6 O18,AB9C3D_pearson_2_i_9i_3i_i:Li-O-P-V,2.4926,2.9789
mp-1211320,K2 Rb4 In2 F12,A6BCD2_pearson_14_3e_a_d_e:F-In-K-Rb,4.9617,5.5594
mp-675324,Ba2 C2 O6,ABC3_pearson_34_b_a_ac:Ba-C-O,4.5572,4.0966
mp-22169,Mo2 Pb2 O8,AB4C_pearson_88_a_f_b:Mo-O-Pb,3.3308,2.9475
wbm-2-33645,Rb4 Mn2 O4,AB2C2_pearson_1_2a_4a_4a:Mn-O-Rb,0.8762,0.13
mp-1178135,K1 Lu1 O2,ABC2_pearson_166_a_b_c:K-Lu-O,3.9809,3.9404
mp-1111991,K2 Tb1 Cu1 Cl6,A6BC2D_pearson_225_e_a_c_b:Cl-Cu-K-Tb,2.5078,2.5232
wbm-1-36388,Ag2 Sb2 O4,AB2C_pearson_11_e_2e_e:Ag-O-Sb,1.5043,1.56
wbm-5-23088,Zn1 Se6 I2,A2B6C_pearson_12_h_ij_a:I-Se-Zn,1.007,1.25
wbm-1-14059,Rb2 Cu2 Te2,ABC_pearson_194_c_a_d:Cu-Rb-Te,0.4657,0.49
mp-757175,Li3 Mn1 V3 O8,A3BC8D3_pearson_166_d_a_ch_e:Li-Mn-O-V,0.6782,0.8179
wbm-4-15518,Sn1 P2 H2 O6,A2B6C2D_pearson_147_d_g_d_a:H-O-P-Sn,2.73,4.52
mp-23902,P4 H12 O16,A3B4C_pearson_14_3e_4e_e:H-O-P,5.5271,6.2293
mp-777566,Li4 V4 F16,A4BC_pearson_60_2d_c_c:F-Li-V,2.3065,2.171
wbm-4-26141,Ca2 Cu1 Ir1 O6,A2BCD6_pearson_2_i_a_e_3i:Ca-Cu-Ir-O,0.0839,0.05
mp-1030156,Te4 Mo3 W1 Se4,A3B4C4D_pearson_156_a2b_4a_4b_a:Mo-Se-Te-W,0.6113,0.6171
mp-1226121,Cs2 Bi8 Se14,A4BC7_pearson_12_4i_i_7i:Bi-Cs-Se,1.1103,0.6571
wbm-1-49097,Nb2 Au2 S4,ABC2_pearson_194_a_c_e:Au-Nb-S,0.8924,0.03
wbm-1-60683,Zn2 I2 Br2,ABC_pearson_160_2a_2a_2a:Br-I-Zn,2.0758,2.19
mp-1258362,Al1 V1 Re2,AB2C_pearson_139_a_e_b:Al-Re-V,0.082,0.206
mp-1219871,Pd4 Se4 S4,ABC_pearson_19_a_a_a:Pd-S-Se,1.0061,0.3701
mp-1181396,Fe2 P6 O22,AB11C3_pearson_15_c_e5f_ef:Fe-O-P,0.9079,1.5453
wbm-1-6485,Cs2 Th1 Br6,A6B2C_pearson_164_i_d_a:Br-Cs-Th,3.9265,3.92
mp-27848,Ti2 I2 N2,ABC_pearson_59_a_a_b:I-N-Ti,0.0482,0.0148
wbm-3-14912,Rb2 Cu1 Br2 Cl4,A2B4CD2_pearson_139_e_h_a_d:Br-Cl-Cu-Rb,0.4219,0.47
mp-1227104,Ca2 Y2 Al6 O14,A3BC7D_pearson_35_cde_d_abde2f_e:Al-Ca-O-Y,4.1899,4.2023
wbm-2-15442,Cs2 Ce1 F6,AB2C6_pearson_189_a_d_fg:Ce-Cs-F,2.0876,2.09
mp-1228718,Ba6 In2 Ir2 Ru2 O18,A3BCD9E_pearson_186_a2b_a_b_3c_b:Ba-In-Ir-O-Ru,0.4559,0.0071
mp-1244503,V4 Zn4 Bi4 O20,AB5CD_pearson_14_e_5e_e_e:Bi-O-V-Zn,2.9852,2.9757
wbm-4-27343,Rb1 Tl3 Te2 O6,A6BC2D3_pearson_12_ij_a_i_ci:O-Rb-Te-Tl,1.9564,2.7
wbm-2-49788,Cs2 Tb2 Te4,ABC2_pearson_194_c_a_f:Cs-Tb-Te,1.3406,1.33
mp-1247347,Sr10 Ti4 N12,A6B5C2_pearson_15_3f_e2f_f:N-Sr-Ti,1.4186,1.8024
mp-984872,Cs2 Pb4 Cl10,A5BC2_pearson_140_cl_a_h:Cl-Cs-Pb,3.5564,3.8462
mp-571333,Ca10 Si4 N12,A5B6C2_pearson_15_e2f_3f_f:Ca-N-Si,2.1753,2.1805
mp-1212988,Dy2 Ag2 W4 O16,ABC8D2_pearson_12_i_g_2i3j_hi:Ag-Dy-O-W,3.1419,3.1512
mp-755081,Li8 Ni5 O10,A8B5C10_pearson_2_4i_a2i_5i:Li-Ni-O,0.245,0.0167
wbm-1-21288,La2 H2 O4,ABC2_pearson_31_a_a_2a:H-La-O,4.0095,4.47
wbm-2-43274,Sn4 S4 Br4,ABC_pearson_14_e_e_e:Br-S-Sn,1.3792,0.26
mp-39387,Sr2 Li2 Ta4 O12 F2,ABC6DE2_pearson_74_e_a_2ej_c_bd:F-Li-O-Sr-Ta,3.3505,3.6266
mp-561410,Li2 Fe2 Mo2 Cl2 O8,ABCDE4_pearson_11_e_e_a_e_2ef:Cl-Fe-Li-Mo-O,0.9369,2.6717
wbm-3-31989,Rb1 Sb1 H2 S1 O3,A2B3CDE_pearson_8_b_ab_a_a_a:H-O-Rb-S-Sb,3.1671,2.33
mp-570555,Ca28 Ge4 N24,A7BC6_pearson_60_c3d_c_3d:Ca-Ge-N,1.2529,1.697
mp-573465,Ag40 Te16 Cl8,A5BC2_pearson_62_2c4d_d_2cd:Ag-Cl-Te,0.1873,0.1985
mp-559379,Sb4 Te4 Cl4 O12,AB3CD_pearson_62_c_cd_c_c:Cl-O-Sb-Te,3.2929,3.1656
mp-1517982,Ba1 Zr1 In1 Sb1 O6,ABC6DE_pearson_216_c_d_f_a_b:Ba-In-O-Sb-Zr,0.4217,0.7057
mp-760339,Li2 V1 F4,A4B2C_pearson_139_ce_d_a:F-Li-V,2.3573,2.476
wbm-1-56713,Sr1 I2,A2B_pearson_139_e_a:I-Sr,2.8492,2.52
mp-7950,Th2 Se2 O2,ABC_pearson_129_a_c_c:O-Se-Th,0.4011,0.7684
mp-24828,Ba4 Co4 B4 P8 H4 O36,ABCDE9F2_pearson_2_i_i_i_i_9i_2i:B-Ba-Co-H-O-P,2.9266,2.5932
wbm-3-58777,Ba2 Mn2 P2,ABC_pearson_109_a_a_a:Ba-Mn-P,0.1186,0.12
mp-23723,K4 Ca2 H4 S4 O18,AB2C2D9E2_pearson_11_e_f_f_5e2f_2e:Ca-H-K-O-S,4.8909,5.6879
wbm-4-22356,Mg3 Cr2 N6,A2B3C6_pearson_12_i_ai_3i:Cr-Mg-N,0.1149,0.5
wbm-1-54149,Si6 P4 Rh2,A2BC3_pearson_1_4a_2a_6a:P-Rh-Si,0.6517,0.62
mp-17487,Na4 Er4 Ge4 O16,ABCD4_pearson_62_c_c_a_2cd:Er-Ge-Na-O,3.5299,3.6291
mp-1222679,Li4 Mn2 Br8,A4B2C_pearson_74_hi_ac_b:Br-Li-Mn,1.2935,1.639
wbm-4-16220,Ce1 Cr1 Co2 H8,AB2CD8_pearson_147_a_d_b_dg:Ce-Co-Cr-H,0.1568,0.03
wbm-1-4442,Sr1 Fe2 B2 O7,A2B2C7D_pearson_155_c_c_af_b:B-Fe-O-Sr,3.0608,2.58
wbm-1-49782,Rb4 Ta4 S12,AB3C_pearson_62_c_3c_c:Rb-S-Ta,1.0434,0.83
mp-779249,Gd6 Ta2 O14,A3B7C_pearson_63_ag_cgh_b:Gd-O-Ta,2.8085,2.615
mp-16737,Na4 Be2 B4 O10,A2BC2D5_pearson_15_f_e_f_e2f:B-Be-Na-O,4.3257,4.73
wbm-3-52803,Lu2 Zr2 S2 O5,A2B5C2D2_pearson_139_e_ag_e_e:Lu-O-S-Zr,1.8853,1.95
mp-1219319,Sm4 Co2 Ni2 O12,ABC6D2_pearson_14_a_d_3e_e:Co-Ni-O-Sm,0.5688,0.512
wbm-1-15303,Ge2 Pb2 F8,A4BC_pearson_129_acf_c_c:F-Ge-Pb,3.6172,3.46
mp-1210360,Na6 Sb6 P4 O28,A3B14C2D3_pearson_14_ae_7e_e_ce:Na-O-P-Sb,1.2922,2.1599
wbm-4-27125,Na1 Zr2 Re1 O6,AB6CD2_pearson_12_a_ij_d_i:Na-O-Re-Zr,0.4352,0.42
wbm-3-68024,Sr4 Se6,A3B2_pearson_15_ef_f:Se-Sr,1.7453,1.35
mp-753983,In4 Hg2 O8,AB2C4_pearson_227_a_d_e:Hg-In-O,0.2483,0.3618
mp-1520904,Na1 Sr1 Nb1 Sn1 O6,ABC6DE_pearson_216_c_a_f_b_d:Na-Nb-O-Sn-Sr,2.1866,3.2357
mp-1305934,Li4 V6 Co2 O16,AB2C8D3_pearson_15_c_f_4f_abe:Co-Li-O-V,0.6436,0.879
mp-554108,Li2 Re2 O4 F8,A4BC2D_pearson_113_2e_c_e_c:F-Li-O-Re,2.0122,3.1539
mp-760196,Cr8 O8 F32,AB4C_pearson_14_2e_8e_2e:Cr-F-O,2.3325,2.3223
wbm-2-42806,Rb2 Th2 Ag2 S6,ABC3D_pearson_11_e_e_3e_e:Ag-Rb-S-Th,1.3486,1.82
mp-1213595,Er2 Se4 N2 O22,ABC11D2_pearson_2_i_i_11i_2i:Er-N-O-Se,0.3621,0.5793
wbm-1-41003,Nb2 Ir2 O8,ABC4_pearson_109_a_a_2b:Ir-Nb-O,0.8228,0.94
mp-779008,Li16 Mn12 O32,A4B3C8_pearson_155_ae2f_def_c5f:Li-Mn-O,0.5037,1.6716
mp-1096471,Y1 Ag2 Hg1,A2BC_pearson_71_e_a_b:Ag-Hg-Y,0.0852,0.2998
wbm-2-42480,Th2 Ga2 Cu2 S6,ABC3D_pearson_63_c_c_cf_a:Cu-Ga-S-Th,1.6204,1.62
mp-760512,Li2 Cu2 C2 O6,ABCD3_pearson_2_i_i_i_3i:C-Cu-Li-O,2.1649,1.8724
mp-24335,Y4 H20 Se8 O32,A5B8C2D_pearson_19_5a_8a_2a_a:H-O-Se-Y,4.3629,4.4171
mp-1213133,Cu4 Te4 S4 Br4,ABCD_pearson_14_e_e_e_e:Br-Cu-S-Te,1.0214,1.2299
wbm-3-10420,Ba2 Yb2 Br8,AB4C_pearson_15_e_2f_e:Ba-Br-Yb,3.8863,4.36
mp-1205706,Ba2 Lu1 Bi1 O6,A2BCD6_pearson_225_c_a_b_e:Ba-Bi-Lu-O,1.4585,1.4061
wbm-1-26350,Li1 Ac1 Se2,ABC2_pearson_225_a_b_c:Ac-Li-Se,1.5475,1.63
mp-753791,Li4 V4 Si4 O16,AB4CD_pearson_7_2a_8a_2a_2a:Li-O-Si-V,1.0152,2.687
mp-27897,Ba4 N8 O16,AB2C4_pearson_19_a_2a_4a:Ba-N-O,2.5524,2.3919
mp-23876,H32 S4 N8 O16,A8B2C4D_pearson_62_4c2d_2c_2cd_c:H-N-O-S,5.1132,4.998
wbm-2-24104,Li1 Eu1 As1,ABC_pearson_216_c_a_b:As-Eu-Li,0.1496,0.02
mp-23104,Pb4 Cl2 O2 F2,ABCD2_pearson_67_g_a_b_m:Cl-F-O-Pb,3.3463,2.6032
wbm-1-44402,Mg1 O1,AB_pearson_216_a_c:Mg-O,4.0472,3.45
mp-1206036,Ba2 Tm1 Pa1 O6,A2B6CD_pearson_225_c_e_a_b:Ba-O-Pa-Tm,3.4142,3.4494
wbm-1-43712,Rb1 Ag1 S2 O8,AB8CD2_pearson_2_b_4i_c_i:Ag-O-Rb-S,0.8518,0.86
wbm-1-50039,Hf1 Cu4 S4,A4BC4_pearson_121_ce_a_i:Cu-Hf-S,1.5688,1.48
wbm-1-6257,In2 Pb2 Br6,A3BC_pearson_161_b_a_a:Br-In-Pb,2.3893,2.27
wbm-1-45052,K6 Ga2 P4,AB3C2_pearson_72_a_bj_j:Ga-K-P,0.7887,0.78
wbm-3-53543,Pr2 Cr1 Ni1 O6,ABC6D2_pearson_12_a_d_ij_i:Cr-Ni-O-Pr,0.83,0.31
mp-19422,Na6 V2 S6 O2,A3BC3D_pearson_36_ab_a_ab_a:Na-O-S-V,2.4111,2.0579
mp-1201338,V12 O26,A13B6_pearson_14_a6e_3e:O-V,0.9056,0.1773
mp-1019715,Cs2 Li2 B12 O20,A6BCD10_pearson_24_ab2d_c_c_ab4d:B-Cs-Li-O,5.973,5.0846
wbm-1-42298,Rb1 Ge1 Br1 O6,ABC6D_pearson_149_a_c_l_f:Br-Ge-O-Rb,1.2877,1.33
wbm-3-56088,Tb2 V2 O7,A7B2C2_pearson_12_aij_h_i:O-Tb-V,0.5148,0.49
wbm-1-39918,Cs4 Te2 O6,A2B3C_pearson_147_abd_g_d:Cs-O-Te,3.7495,3.62
mp-1649939,Li4 Mn4 C8 O24,A2BCD6_pearson_4_2a_a_a_6a:C-Li-Mn-O,0.7851,1.8426
wbm-1-5218,Dy2 B2 O6,ABC3_pearson_11_e_e_ef:B-Dy-O,4.4378,4.46
mp-1096255,Hf1 Ni2 Au1,ABC2_pearson_71_a_b_e:Au-Hf-Ni,0.4163,0.2676
wbm-2-7430,Rb2 Ba1 C2 O6,AB2C6D2_pearson_166_a_c_h_c:Ba-C-O-Rb,3.8085,3.59
wbm-5-4292,Th2 Zn2 Cl2,ABC_pearson_164_d_c_d:Cl-Th-Zn,0.1311,0.21
wbm-1-4437,Ba1 Zr1 B2 O6,A2BC6D_pearson_148_c_a_f_b:B-Ba-O-Zr,3.9286,4.15
mp-752799,Li4 Fe2 Si2 O8,AB2C4D_pearson_1_2a_4a_8a_2a:Fe-Li-O-Si,2.4158,3.0614
wbm-3-64228,Sr2 Nd2 Cu2 S6,ABC3D_pearson_63_c_a_cf_c:Cu-Nd-S-Sr,1.2014,1.23
wbm-4-5678,Ca1 Ag2 Te2,A2BC2_pearson_164_d_a_d:Ag-Ca-Te,0.7003,0.93
mp-1180190,Mo2 O10,AB5_pearson_6_2a_4a2b2c:Mo-O,0.5293,0.5269
mp-672360,Gd2 C12 N18,A6BC9_pearson_63_gh_c_cfgh:C-Gd-N,1.1877,2.739
wbm-4-25073,Cs2 Sn2 O4,AB2C_pearson_227_b_c_a:Cs-O-Sn,0.2379,0.48
mp-1111933,Na3 Ce1 Cl6,AB6C3_pearson_225_a_e_bc:Ce-Cl-Na,0.4171,0.1196
wbm-2-35904,Rb1 P4 I1 O6,AB6C4D_pearson_191_a_i_h_b:I-O-P-Rb,2.7624,2.55
mp-14665,K4 Nd4 S8 O32,ABC8D2_pearson_14_e_e_8e_2e:K-Nd-O-S,5.196,5.6585
mp-18391,Sm8 Si8 O28,A7B2C2_pearson_14_7e_2e_2e:O-Si-Sm,4.7847,4.9623
wbm-2-47442,Ho2 Si1 I2,A2B2C_pearson_166_c_c_a:Ho-I-Si,0.0678,0.09
wbm-2-44813,Ru4 Se8,AB2_pearson_12_gi_2ij:Ru-Se,0.7349,0.29
wbm-1-45222,Te2 P2 Se1,A2BC2_pearson_166_c_a_c:P-Se-Te,0.2556,0.41
mp-1223516,K2 V2 Ni2 O2 F12,A6BCDE_pearson_74_2ej_a_c_e_b:F-K-Ni-O-V,1.7881,0.2121
wbm-2-39263,Tb4 Te4 P4,ABC_pearson_62_c_c_c:P-Tb-Te,0.1405,0.21
mp-778667,Cr4 O12,AB3_pearson_33_a_3a:Cr-O,0.3227,1.5648
mp-1237062,Li3 Rh1 F6,A6B3C_pearson_2_3i_bde_c:F-Li-Rh,1.7284,1.9018
mp-1190380,Ba8 Zn4 Te12,A2B3C_pearson_62_2c_3c_c:Ba-Te-Zn,1.2824,1.3179
mp-753338,Li1 V1 F4,A4BC_pearson_10_mn_b_c:F-Li-V,2.4173,2.1698
wbm-4-27119,Na1 Tb2 W1 O6,AB6C2D_pearson_12_a_ij_i_d:Na-O-Tb-W,2.8092,2.88
wbm-3-46932,Na1 Tm1 Te2,AB2C_pearson_164_a_d_b:Na-Te-Tm,1.3015,1.24
wbm-2-30246,Na3 Tb1 As2,A2B3C_pearson_164_d_ad_b:As-Na-Tb,0.7253,0.84
mp-1218892,Sn1 Te1 Pb1 Se1,ABCD_pearson_160_a_a_a_a:Pb-Se-Sn-Te,0.4703,0.285
mp-1203886,Na8 Np4 C8 O32,A2B2CD8_pearson_14_2e_2e_e_8e:C-Na-Np-O,0.2531,0.0483
mp-23292,Hg2 Br4,A2B_pearson_36_2a_a:Br-Hg,2.5876,2.8404
mp-510350,Sb2 N18,A9B_pearson_148_3f_c:N-Sb,2.6539,2.8808
wbm-1-52333,Cs2 Bi2 Se4,ABC2_pearson_15_e_e_f:Bi-Cs-Se,1.7917,1.63
wbm-1-44334,Lu4 I4 O4,ABC_pearson_12_2i_2i_2i:I-Lu-O,3.1974,3.23
mp-1239332,Ca2 V4 O10,AB5C2_pearson_63_c_c2f_f:Ca-O-V,0.7161,2.165
mp-21522,Fe4 Ni8 B4 O20,ABC2D5_pearson_55_g_g_adh_3g2h:B-Fe-Ni-O,2.1673,1.6665
wbm-1-38619,Er4 O6,A2B3_pearson_148_abc_f:Er-O,4.1032,4.16
mp-1520987,Ba4 Sr4 Pr4 V4 O24,AB6CDE_pearson_16_abch_6u_u_defg_u:Ba-O-Pr-Sr-V,1.6001,1.6718
mp-1663238,Li2 Mn2 P6 O18,ABC9D3_pearson_2_i_i_9i_3i:Li-Mn-O-P,4.0218,4.6171
mp-505821,Na2 V4 O10,AB5C2_pearson_31_a_5a_2a:Na-O-V,1.9585,1.3471
wbm-1-4423,Ca1 Si1 B2 O6,A2BC6D_pearson_148_c_a_f_b:B-Ca-O-Si,5.2378,5.82
wbm-1-16804,Zn2 F2,AB_pearson_12_i_i:F-Zn,2.3137,1.7
mp-559868,Na2 La2 C4 O12,A2BCD6_pearson_26_ab_a_b_ab2c:C-La-Na-O,4.1242,3.8586
mp-1192147,Ba8 Mn4 Ge8 O28,A2B2CD7_pearson_113_e_e_a_cef:Ba-Ge-Mn-O,2.1529,2.7005
mp-685242,Sr7 Al12 O25,A12B25C7_pearson_146_4b_a8b_a2b:Al-O-Sr,4.1711,1.1673
wbm-2-35462,K1 Pd1 Cl1 O6,ABC6D_pearson_149_a_d_l_e:Cl-K-O-Pd,1.465,1.51
mp-1173984,Li6 Mn2 Co2 O10,AB3CD5_pearson_2_i_bc2i_i_5i:Co-Li-Mn-O,1.1389,1.7259
mp-1209270,Rb4 Sm8 Cl20,A5BC2_pearson_14_5e_e_2e:Cl-Rb-Sm,0.3808,0.4274
mp-19508,Sr4 Cr4 Si16 O40,AB10C4D_pearson_130_c_f2g_g_b:Cr-O-Si-Sr,3.6513,3.2707
wbm-1-39821,Sr6 Pd6 O18,A3BC_pearson_63_cfgh_af_cf:O-Pd-Sr,0.8117,0.22
mp-41414,Ba1 La1 Mg1 Bi1 O6,ABCDE6_pearson_216_c_a_d_b_f:Ba-Bi-La-Mg-O,1.2541,1.2832
wbm-1-36902,Na2 Mn2 O4 F4,A2BCD2_pearson_11_2e_e_e_2e:F-Mn-Na-O,0.2598,0.24
mp-556603,Fe2 W2 Cl2 O8,ABC4D_pearson_129_c_c_i_a:Cl-Fe-O-W,1.7151,1.2931
mp-1222536,Li3 Mg5 Bi3 Pb1,A3B3C5D_pearson_160_3a_3a_5a_a:Bi-Li-Mg-Pb,0.141,0.2008
wbm-3-52322,Pr1 Dy1 O4,AB4C_pearson_12_a_2i_d:Dy-O-Pr,2.1176,2.23
mp-1196085,Fe16 Bi8 O36,A2B4C9_pearson_62_d_2cd_3c3d:Bi-Fe-O,1.3418,2.2665
mp-1206568,Cs2 Pd1 Cl6,A6B2C_pearson_225_e_c_a:Cl-Cs-Pd,1.5201,1.384
wbm-2-29742,Yb2 I1 N1,ABC2_pearson_166_a_b_c:I-N-Yb,2.0614,2.1
wbm-5-3109,Ho2 Te2 Br2,ABC_pearson_59_a_b_a:Br-Ho-Te,1.4585,1.4
mp-1018100,Al2 Sb2,AB_pearson_186_b_b:Al-Sb,0.933,0.9121
mp-1219593,Rb1 Nd1 Ti1 Nb1 O6 F1,ABCD6EF_pearson_99_a_a_b_2a2c_b_a:F-Nb-Nd-O-Rb-Ti,1.3742,1.9558
wbm-5-7016,Sc1 Ir1 F6,A6BC_pearson_225_e_a_b:F-Ir-Sc,1.7022,1.7
mp-1216735,Tl5 In3 Se8,A3B8C5_pearson_111_abc_2n_def:In-Se-Tl,1.1653,0.7485
mp-29960,Ca2 C8 N12,A4BC6_pearson_15_2f_e_3f:C-Ca-N,4.4781,4.5496
mp-16671,Pr4 Mo20 O32,A5B8C_pearson_14_5e_8e_e:Mo-O-Pr,0.5885,0.984
mp-1190257,Ge6 Se12,AB2_pearson_43_ab_3b:Ge-Se,1.2055,1.4892
wbm-4-26139,Ca2 Ta1 Cr1 O6,A2BC6D_pearson_12_i_a_ij_d:Ca-Cr-O-Ta,2.2365,2.53
wbm-1-10772,Y1 Te4 Cl6,A6B4C_pearson_2_3i_2i_a:Cl-Te-Y,0.1422,0.17
mp-28758,K4 Pd8 F20,A5BC2_pearson_62_c2d_c_ac:F-K-Pd,0.4454,0.2487
mp-556017,Th4 P4 O18,A9B2C2_pearson_64_a2fg_f_f:O-P-Th,3.9708,5.1135
wbm-1-48670,Nb2 S4 Br4,A2BC2_pearson_12_j_g_2i:Br-Nb-S,1.3001,1.5
wbm-1-10397,Rb2 Fe1 Cl4,A4BC2_pearson_123_j_a_e:Cl-Fe-Rb,0.1278,0.08
wbm-1-30998,Nd2 W2 N6,A3BC_pearson_11_3e_e_e:N-Nd-W,1.5542,1.74
mp-683675,U8 Mo4 O32,AB8C2_pearson_14_e_8e_2e:Mo-O-U,1.9921,0.0256
wbm-1-40822,Pr2 Mg1 O4,AB4C2_pearson_139_a_ce_e:Mg-O-Pr,2.6059,2.52
wbm-3-34627,Er1 In1 Te2,ABC2_pearson_166_a_b_c:Er-In-Te,0.0664,0.03
mp-1079882,Ba3 Sr1 O4,A3B4C_pearson_221_c_bd_a:Ba-O-Sr,2.0668,2.1745
mp-6930,Si3 O6,A2B_pearson_154_c_a:O-Si,5.4998,5.6695
wbm-2-37116,Cr1 O1,AB_pearson_139_a_b:Cr-O,1.3823,0.74
wbm-3-23802,Rb3 Fe2 F7,A7B2C3_pearson_139_aeg_e_be:F-Fe-Rb,3.2451,3.09
mp-767538,Na2 Ce2 P2 C2 O14,ABCD7E_pearson_4_a_a_a_7a_a:C-Ce-Na-O-P,1.2984,1.2257
mp-1211126,Li2 Sc2 W4 O16,AB8CD2_pearson_15_e_4f_e_f:Li-O-Sc-W,3.1667,3.5658
mp-38152,Sr2 Sm4 Se8,A4B2C_pearson_122_e_d_a:Se-Sm-Sr,1.8652,1.7783
mp-1223039,K2 Ta2 W2 O12,AB6CD_pearson_46_b_2b2c_a_b:K-O-Ta-W,3.0786,3.2588
mp-756231,Ti1 V4 Fe1 O12,AB12CD4_pearson_5_a_6c_b_2c:Fe-O-Ti-V,0.6493,0.7062
mp-1210352,Na8 Be4 Cl16,AB4C2_pearson_62_c_2cd_ac:Be-Cl-Na,5.0849,5.4521
wbm-1-40581,Nb2 Cu2 O8,ABC4_pearson_109_a_a_2b:Cu-Nb-O,0.8024,0.78
wbm-4-26213,Ca2 Tm1 Mo1 O6,A2BC6D_pearson_12_i_a_ij_d:Ca-Mo-O-Tm,1.3724,1.41
wbm-1-38193,Ba2 Th2 O6,AB3C_pearson_74_e_eg_a:Ba-O-Th,3.0859,3.68
mp-541285,Th4 Te8 O24,A6B2C_pearson_14_6e_2e_e:O-Te-Th,3.6435,3.6529
wbm-3-51476,Tb2 Dy2 O6,AB3C_pearson_74_e_eg_a:Dy-O-Tb,2.6762,2.58
wbm-2-41350,La1 Te1 Rh1,ABC_pearson_216_a_c_b:La-Rh-Te,0.417,0.79
wbm-5-4253,Sr2 Ni2 Cl2,ABC_pearson_164_d_d_c:Cl-Ni-Sr,0.1339,0.08
mp-770415,Ho6 Er6 O18,ABC3_pearson_185_c_ab_ab2c:Er-Ho-O,3.2749,3.0794
wbm-3-32592,Yb2 Cu1 H5,AB5C2_pearson_107_a_ac_b:Cu-H-Yb,0.0854,0.36
mp-767529,Na4 Tb2 P2 C2 O14,AB2C7DE_pearson_11_e_f_5ef_e_e:C-Na-O-P-Tb,4.3663,4.5215
mp-1189585,Nd2 Cr2 Te2 O12,ABC6D_pearson_163_c_b_i_d:Cr-Nd-O-Te,2.7753,2.7218
wbm-1-49327,Tl4 Bi4 S8,AB2C_pearson_2_2i_4i_2i:Bi-S-Tl,1.1481,0.83
wbm-1-13411,Rb3 Cu3 Sb2,A3B3C2_pearson_166_d_ac_c:Cu-Rb-Sb,1.3383,1.25
mp-1647468,Li8 Co4 P8 O28,AB2C7D2_pearson_9_a_2a_7a_2a:Co-Li-O-P,3.3035,3.1793
wbm-1-49216,Rb2 Y2 S4,AB2C_pearson_194_c_f_a:Rb-S-Y,2.3213,2.36
mp-1516894,Sr8 Gd4 Bi4 O24,ABC6D2_pearson_201_b_c_h_ad:Bi-Gd-O-Sr,1.6119,1.6993
mp-541709,Nb6 Tl4 Br18,A9B3C2_pearson_12_g2i3j_ij_j:Br-Nb-Tl,1.087,1.0294
wbm-1-53057,Rb4 Ag4 Se4,ABC_pearson_194_c_a_d:Ag-Rb-Se,0.1127,0.13
mp-1104584,K1 Mn2 Mo2 O10,AB2C2D10_pearson_12_a_f_i_3ij:K-Mn-Mo-O,-0.0013,0.0515
mp-553963,Yb4 Se4 O12 F4,AB3CD_pearson_14_e_3e_e_e:F-O-Se-Yb,4.1774,0.0128
wbm-1-40370,Ca1 Bi2 O4,A2BC4_pearson_166_c_a_2c:Bi-Ca-O,2.7635,2.66
mp-555911,Tl1 As1 F6,AB6C_pearson_148_a_f_b:As-F-Tl,4.0579,4.6652
mp-567650,Mn2 Fe1 C6 N6,A6BC2D6_pearson_162_k_a_d_k:C-Fe-Mn-N,2.1773,2.0532
mp-1097474,Na1 Cd2 Pd1,A2BC_pearson_71_e_a_b:Cd-Na-Pd,0.0331,0.3179
wbm-2-31140,Nb1 Bi1 Os1,ABC_pearson_216_a_b_c:Bi-Nb-Os,0.3665,0.57
wbm-2-44687,Cs1 Dy1 Se2,ABC2_pearson_166_a_b_c:Cs-Dy-Se,1.8158,1.83
